study.ID,ID,publication.year,data.year,exp.year,exp.length (months),disturbance,focus,technique,paradigm,hypothesis,pathway,plant.species,target.plant,measure.success,measured.factor,factor.levels,treatment,control,unit,Nsites,nsamples,ntotalsamples,mean.treatment,mean.control,var.t,var.c,p-value,df,measure.dispersion,lat,long,continent,country,ecosystem,elevation (m),MAP (mm),aridity.index,potential.evaporation (mm),grazing,soil,notes
3,3.3,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,microbial activity,,"amended waste, T. wiseana, A. ancistrocarpa and G. wickhamii","top soil, T. wiseana, A. ancistrocarpa and G. wickhamii",ppm CO2,1,10,150,8.31,7.36,0.72,1.97,0.1,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.3,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,microbial activity,,"amended blend, T. wiseana","top soil, T. wiseana",ppm CO2,1,10,150,5.71,4.13,1.07,2.6,0.1,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.3,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,microbial activity,,"amended blend, T. wiseana and A. ancistrocarpa","top soil, T. wiseana and A. ancistrocarpa",ppm CO2,1,10,150,7.14,6.65,1.07,0.98,0.1,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.3,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,microbial activity,,"amended blend, T. wiseana, A. ancistrocarpa and G. wickhamii","top soil, T. wiseana, A. ancistrocarpa and G. wickhamii",ppm CO2,1,10,150,5.71,7.36,0.35,1.97,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.4,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,C N ratio,,mine waste,top soil,,1,10,150,10.4,9.2,1.3,3.8,0.1,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.5,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,total N,,mine waste,top soil,percent,1,10,150,0,0.1,0,0,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.6,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,total organic carbon,,mine waste,top soil,percent,1,10,150,0.1,0.7,0,0.1,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.7,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling emergence,,"mine waste, T. wiseana","top soil, T. wiseana",percent,1,10,150,9.58,45.7,2.63,1.92,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.7,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling emergence,,"mine waste, T. wiseana and A. ancistrocarpa","top soil, T. wiseana and A. ancistrocarpa",percent,1,10,150,9.59,54.36,2.63,2.64,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.7,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling emergence,,"mine waste, T. wiseana, A. ancistrocarpa and G. wickhamii","top soil, T. wiseana, A. ancistrocarpa and G. wickhamii",percent,1,10,150,48.18,60.86,6.35,2.04,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.7,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling emergence,,"top soil and waste, T. wiseana","top soil, T. wiseana",percent,1,10,150,12.27,45.7,2.76,1.92,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.7,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling emergence,,"top soil and waste, T. wiseana and A. ancistrocarpa","top soil, T. wiseana and A. ancistrocarpa",percent,1,10,150,43.3,54.36,6.01,2.64,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.7,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling emergence,,"top soil and waste, T. wiseana, A. ancistrocarpa and G. wickhamii","top soil, T. wiseana, A. ancistrocarpa and G. wickhamii",percent,1,10,150,55.81,60.86,2.28,2.04,0.1,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.7,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling emergence,,"amended waste, T. wiseana","top soil, T. wiseana",percent,1,10,150,11.55,45.7,2.28,1.92,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.7,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling emergence,,"amended waste, T. wiseana and A. ancistrocarpa","top soil, T. wiseana and A. ancistrocarpa",percent,1,10,150,25.5,54.36,2.64,2.64,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.7,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling emergence,,"amended waste, T. wiseana, A. ancistrocarpa and G. wickhamii","top soil, T. wiseana, A. ancistrocarpa and G. wickhamii",percent,1,10,150,34.16,60.86,2.28,2.04,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.7,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling emergence,,"amended blend, T. wiseana","top soil, T. wiseana",percent,1,10,150,24.78,45.7,1.92,1.92,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.7,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling emergence,,"amended blend, T. wiseana and A. ancistrocarpa","top soil, T. wiseana and A. ancistrocarpa",percent,1,10,150,33.44,54.36,2.76,2.64,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.7,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling emergence,,"amended blend, T. wiseana, A. ancistrocarpa and G. wickhamii","top soil, T. wiseana, A. ancistrocarpa and G. wickhamii",percent,1,10,150,32,60.86,5.76,2.04,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.8,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling survival,,"mine waste, T. wiseana","top soil, T. wiseana",percent,1,10,150,4.54,20.78,0.95,1.55,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.8,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling survival,,"mine waste, T. wiseana and A. ancistrocarpa","top soil, T. wiseana and A. ancistrocarpa",percent,1,10,150,12.18,26.52,2.74,5.25,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.8,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling survival,,"mine waste, T. wiseana, A. ancistrocarpa and G. wickhamii","top soil, T. wiseana, A. ancistrocarpa and G. wickhamii",percent,1,10,150,12.66,8.84,1.07,0.71,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.8,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling survival,,"top soil and waste, T. wiseana","top soil, T. wiseana",percent,1,10,150,8.84,20.78,2.27,1.55,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.8,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling survival,,"top soil and waste, T. wiseana and A. ancistrocarpa","top soil, T. wiseana and A. ancistrocarpa",percent,1,10,150,20.31,26.52,1.55,5.25,0.1,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.8,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling survival,,"top soil and waste, T. wiseana, A. ancistrocarpa and G. wickhamii","top soil, T. wiseana, A. ancistrocarpa and G. wickhamii",percent,1,10,150,19.6,8.84,1.07,0.71,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.8,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling survival,,"amended waste, T. wiseana","top soil, T. wiseana",percent,1,10,150,0.24,20.78,0.35,1.55,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.8,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling survival,,"amended waste, T. wiseana and A. ancistrocarpa","top soil, T. wiseana and A. ancistrocarpa",percent,1,10,150,3.34,26.52,1.19,5.25,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.8,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling survival,,"amended waste, T. wiseana, A. ancistrocarpa and G. wickhamii","top soil, T. wiseana, A. ancistrocarpa and G. wickhamii",percent,1,10,150,8.84,8.84,1.31,0.71,0.1,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.8,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling survival,,"amended blend, T. wiseana","top soil, T. wiseana",percent,1,10,150,5.97,20.78,1.19,1.55,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.8,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling survival,,"amended blend, T. wiseana and A. ancistrocarpa","top soil, T. wiseana and A. ancistrocarpa",percent,1,10,150,7.88,26.52,0,5.25,0.05,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
3,3.8,2018,2015,2015,12,mining,vegetation,"seeding, soil amendment",active,"seedlings, top soil vs blended soil",soil organic amendment-seedling establishment,"Triodia wiseana, Acacia ancistrocarpa, Grevillea wickhamii",Triodia wiseana,Triodia wiseana establishment,seedling survival,,"amended blend, T. wiseana, A. ancistrocarpa and G. wickhamii","top soil, T. wiseana, A. ancistrocarpa and G. wickhamii",percent,1,10,150,10.03,8.84,1.19,0.71,0.1,149,std.error,-22.05,118.1167,Oceania,Australia,grassland,,325,,,,chemical composition,glasshouse
4,4.1,2018,,,,mining,vegetation,natural recovery,passive,natural recovery,environmental variables-canopy cover,unreported shrubs,multiple,nearby or landscape level vegetation,reference species pool,,southern namib,NA,,2,76,132,0.35,,,,0.05,131,,-24.75,15.27,Africa,Namib,desert,,54,,,,,"CCA correlation values, unreported exp length"
4,4.1,2018,,,,mining,vegetation,natural recovery,passive,natural recovery,environmental variables-canopy cover,unreported shrubs,multiple,nearby or landscape level vegetation,ecological species pool,,southern namib,NA,,2,76,132,0.55,,,,0.1,131,,-24.75,15.27,Africa,Namib,desert,,54,,,,,"CCA correlation values, unreported exp length"
4,4.1,2018,,,,mining,vegetation,natural recovery,passive,natural recovery,environmental variables-canopy cover,unreported shrubs,multiple,nearby or landscape level vegetation,disturbance level,,southern namib,NA,,2,76,132,0.25,,,,,131,,-24.75,15.27,Africa,Namib,desert,,54,,,,,"CCA correlation values, unreported exp length"
4,4.1,2018,,,,mining,vegetation,natural recovery,passive,natural recovery,environmental variables-canopy cover,unreported shrubs,multiple,nearby or landscape level vegetation,distance to seed source,,southern namib,NA,,2,76,132,0.45,,,,0.1,131,,-24.75,15.27,Africa,Namib,desert,,54,,,,,"CCA correlation values, unreported exp length"
